Id,Date
31897,2015-08-11
32753,2015-08-10
33609,2015-08-09
34465,2015-08-08
35321,2015-08-07
36177,2015-08-06
37033,2015-08-05
37889,2015-08-04
38745,2015-08-03
39601,2015-08-02
40457,2015-08-01
226,2015-09-17
1082,2015-09-16
1938,2015-09-15
2794,2015-09-14
3650,2015-09-13
4506,2015-09-12
5362,2015-09-11
6218,2015-09-10
7074,2015-09-09
7930,2015-09-08
8786,2015-09-07
9642,2015-09-06
10498,2015-09-05
11354,2015-09-04
12210,2015-09-03
13066,2015-09-02
13922,2015-09-01
14778,2015-08-31
15634,2015-08-30
16490,2015-08-29
17346,2015-08-28
18202,2015-08-27
19058,2015-08-26
19914,2015-08-25
20770,2015-08-24
21626,2015-08-23
22482,2015-08-22
23338,2015-08-21
24194,2015-08-20
25050,2015-08-19
25906,2015-08-18
26762,2015-08-17
27618,2015-08-16
28474,2015-08-15
29330,2015-08-14
30186,2015-08-13
31042,2015-08-12
31898,2015-08-11
32754,2015-08-10
33610,2015-08-09
34466,2015-08-08
35322,2015-08-07
36178,2015-08-06
37034,2015-08-05
37890,2015-08-04
38746,2015-08-03
39602,2015-08-02
40458,2015-08-01
227,2015-09-17
1083,2015-09-16
1939,2015-09-15
2795,2015-09-14
3651,2015-09-13
4507,2015-09-12
5363,2015-09-11
6219,2015-09-10
7075,2015-09-09
7931,2015-09-08
8787,2015-09-07
9643,2015-09-06
10499,2015-09-05
11355,2015-09-04
12211,2015-09-03
13067,2015-09-02
13923,2015-09-01
14779,2015-08-31
15635,2015-08-30
16491,2015-08-29
17347,2015-08-28
18203,2015-08-27
19059,2015-08-26
19915,2015-08-25
20771,2015-08-24
21627,2015-08-23
22483,2015-08-22
23339,2015-08-21
24195,2015-08-20
25051,2015-08-19
25907,2015-08-18
26763,2015-08-17
27619,2015-08-16
28475,2015-08-15
29331,2015-08-14
30187,2015-08-13
31043,2015-08-12
31899,2015-08-11
32755,2015-08-10
33611,2015-08-09
34467,2015-08-08
35323,2015-08-07
36179,2015-08-06
37035,2015-08-05
37891,2015-08-04
38747,2015-08-03
39603,2015-08-02
40459,2015-08-01
228,2015-09-17
1084,2015-09-16
1940,2015-09-15
2796,2015-09-14
3652,2015-09-13
4508,2015-09-12
5364,2015-09-11
6220,2015-09-10
7076,2015-09-09
7932,2015-09-08
8788,2015-09-07
9644,2015-09-06
10500,2015-09-05
11356,2015-09-04
12212,2015-09-03
13068,2015-09-02
13924,2015-09-01
14780,2015-08-31
15636,2015-08-30
16492,2015-08-29
17348,2015-08-28
18204,2015-08-27
19060,2015-08-26
19916,2015-08-25
20772,2015-08-24
21628,2015-08-23
22484,2015-08-22
23340,2015-08-21
24196,2015-08-20
25052,2015-08-19
25908,2015-08-18
26764,2015-08-17
27620,2015-08-16
28476,2015-08-15
29332,2015-08-14
30188,2015-08-13
31044,2015-08-12
31900,2015-08-11
32756,2015-08-10
33612,2015-08-09
34468,2015-08-08
35324,2015-08-07
36180,2015-08-06
37036,2015-08-05
37892,2015-08-04
38748,2015-08-03
39604,2015-08-02
40460,2015-08-01
229,2015-09-17
1085,2015-09-16
1941,2015-09-15
2797,2015-09-14
3653,2015-09-13
4509,2015-09-12
5365,2015-09-11
6221,2015-09-10
7077,2015-09-09
7933,2015-09-08
8789,2015-09-07
9645,2015-09-06
10501,2015-09-05
11357,2015-09-04
12213,2015-09-03
13069,2015-09-02
13925,2015-09-01
14781,2015-08-31
15637,2015-08-30
16493,2015-08-29
17349,2015-08-28
18205,2015-08-27
19061,2015-08-26
19917,2015-08-25
20773,2015-08-24
21629,2015-08-23
22485,2015-08-22
23341,2015-08-21
24197,2015-08-20
25053,2015-08-19
25909,2015-08-18
26765,2015-08-17
27621,2015-08-16
28477,2015-08-15
29333,2015-08-14
30189,2015-08-13
31045,2015-08-12
31901,2015-08-11
32757,2015-08-10
33613,2015-08-09
34469,2015-08-08
35325,2015-08-07
36181,2015-08-06
37037,2015-08-05
37893,2015-08-04
38749,2015-08-03
39605,2015-08-02
40461,2015-08-01
230,2015-09-17
1086,2015-09-16
1942,2015-09-15
2798,2015-09-14
3654,2015-09-13
4510,2015-09-12
5366,2015-09-11
6222,2015-09-10
7078,2015-09-09
7934,2015-09-08
8790,2015-09-07
9646,2015-09-06
10502,2015-09-05
11358,2015-09-04
12214,2015-09-03
13070,2015-09-02
13926,2015-09-01
14782,2015-08-31
15638,2015-08-30
16494,2015-08-29
17350,2015-08-28
18206,2015-08-27
19062,2015-08-26
19918,2015-08-25
20774,2015-08-24
21630,2015-08-23
22486,2015-08-22
23342,2015-08-21
24198,2015-08-20
25054,2015-08-19
25910,2015-08-18
26766,2015-08-17
27622,2015-08-16
28478,2015-08-15
29334,2015-08-14
30190,2015-08-13
31046,2015-08-12
31902,2015-08-11
32758,2015-08-10
33614,2015-08-09
34470,2015-08-08
35326,2015-08-07
36182,2015-08-06
37038,2015-08-05
37894,2015-08-04
38750,2015-08-03
39606,2015-08-02
40462,2015-08-01
231,2015-09-17
1087,2015-09-16
1943,2015-09-15
2799,2015-09-14
3655,2015-09-13
4511,2015-09-12
5367,2015-09-11
6223,2015-09-10
7079,2015-09-09
7935,2015-09-08
8791,2015-09-07
9647,2015-09-06
10503,2015-09-05
11359,2015-09-04
12215,2015-09-03
13071,2015-09-02
13927,2015-09-01
14783,2015-08-31
15639,2015-08-30
16495,2015-08-29
17351,2015-08-28
18207,2015-08-27
19063,2015-08-26
19919,2015-08-25
20775,2015-08-24
21631,2015-08-23
22487,2015-08-22
23343,2015-08-21
24199,2015-08-20
25055,2015-08-19
25911,2015-08-18
26767,2015-08-17
27623,2015-08-16
28479,2015-08-15
29335,2015-08-14
30191,2015-08-13
31047,2015-08-12
31903,2015-08-11
32759,2015-08-10
33615,2015-08-09
34471,2015-08-08
35327,2015-08-07
36183,2015-08-06
37039,2015-08-05
37895,2015-08-04
38751,2015-08-03
39607,2015-08-02
40463,2015-08-01
232,2015-09-17
1088,2015-09-16
1944,2015-09-15
2800,2015-09-14
3656,2015-09-13
4512,2015-09-12
5368,2015-09-11
6224,2015-09-10
7080,2015-09-09
7936,2015-09-08
8792,2015-09-07
9648,2015-09-06
10504,2015-09-05
11360,2015-09-04
12216,2015-09-03
13072,2015-09-02
13928,2015-09-01
14784,2015-08-31
15640,2015-08-30
16496,2015-08-29
17352,2015-08-28
18208,2015-08-27
19064,2015-08-26
19920,2015-08-25
20776,2015-08-24
21632,2015-08-23
22488,2015-08-22
23344,2015-08-21
24200,2015-08-20
25056,2015-08-19
25912,2015-08-18
26768,2015-08-17
27624,2015-08-16
28480,2015-08-15
29336,2015-08-14
30192,2015-08-13
31048,2015-08-12
31904,2015-08-11
32760,2015-08-10
33616,2015-08-09
34472,2015-08-08
35328,2015-08-07
36184,2015-08-06
37040,2015-08-05
37896,2015-08-04
38752,2015-08-03
39608,2015-08-02
40464,2015-08-01
233,2015-09-17
1089,2015-09-16
1945,2015-09-15
2801,2015-09-14
3657,2015-09-13
4513,2015-09-12
5369,2015-09-11
6225,2015-09-10
7081,2015-09-09
7937,2015-09-08
8793,2015-09-07
9649,2015-09-06
10505,2015-09-05
11361,2015-09-04
12217,2015-09-03
13073,2015-09-02
13929,2015-09-01
14785,2015-08-31
15641,2015-08-30
16497,2015-08-29
17353,2015-08-28
18209,2015-08-27
19065,2015-08-26
19921,2015-08-25
20777,2015-08-24
21633,2015-08-23
22489,2015-08-22
23345,2015-08-21
24201,2015-08-20
25057,2015-08-19
25913,2015-08-18
26769,2015-08-17
27625,2015-08-16
28481,2015-08-15
29337,2015-08-14
30193,2015-08-13
31049,2015-08-12
31905,2015-08-11
32761,2015-08-10
33617,2015-08-09
34473,2015-08-08
35329,2015-08-07
36185,2015-08-06
37041,2015-08-05
37897,2015-08-04
38753,2015-08-03
39609,2015-08-02
40465,2015-08-01
234,2015-09-17
1090,2015-09-16
1946,2015-09-15
2802,2015-09-14
3658,2015-09-13
4514,2015-09-12
5370,2015-09-11
6226,2015-09-10
7082,2015-09-09
7938,2015-09-08
8794,2015-09-07
9650,2015-09-06
10506,2015-09-05
11362,2015-09-04
12218,2015-09-03
13074,2015-09-02
13930,2015-09-01
14786,2015-08-31
15642,2015-08-30
16498,2015-08-29
17354,2015-08-28
18210,2015-08-27
19066,2015-08-26
19922,2015-08-25
20778,2015-08-24
21634,2015-08-23
22490,2015-08-22
23346,2015-08-21
24202,2015-08-20
25058,2015-08-19
25914,2015-08-18
26770,2015-08-17
27626,2015-08-16
28482,2015-08-15
29338,2015-08-14
30194,2015-08-13
31050,2015-08-12
31906,2015-08-11
32762,2015-08-10
33618,2015-08-09
34474,2015-08-08
35330,2015-08-07
36186,2015-08-06
37042,2015-08-05
37898,2015-08-04
38754,2015-08-03
39610,2015-08-02
40466,2015-08-01
235,2015-09-17
1091,2015-09-16
1947,2015-09-15
2803,2015-09-14
3659,2015-09-13
4515,2015-09-12
5371,2015-09-11
6227,2015-09-10
7083,2015-09-09
7939,2015-09-08
8795,2015-09-07
9651,2015-09-06
10507,2015-09-05
11363,2015-09-04
12219,2015-09-03
13075,2015-09-02
13931,2015-09-01
14787,2015-08-31
15643,2015-08-30
16499,2015-08-29
17355,2015-08-28
18211,2015-08-27
19067,2015-08-26
19923,2015-08-25
20779,2015-08-24
21635,2015-08-23
22491,2015-08-22
23347,2015-08-21
24203,2015-08-20
25059,2015-08-19
25915,2015-08-18
26771,2015-08-17
27627,2015-08-16
28483,2015-08-15
29339,2015-08-14
30195,2015-08-13
31051,2015-08-12
31907,2015-08-11
32763,2015-08-10
33619,2015-08-09
34475,2015-08-08
35331,2015-08-07
36187,2015-08-06
37043,2015-08-05
37899,2015-08-04
38755,2015-08-03
39611,2015-08-02
40467,2015-08-01
236,2015-09-17
1092,2015-09-16
1948,2015-09-15
2804,2015-09-14
3660,2015-09-13
4516,2015-09-12
5372,2015-09-11
6228,2015-09-10
7084,2015-09-09
7940,2015-09-08
8796,2015-09-07
9652,2015-09-06
10508,2015-09-05
11364,2015-09-04
12220,2015-09-03
13076,2015-09-02
13932,2015-09-01
14788,2015-08-31
15644,2015-08-30
16500,2015-08-29
17356,2015-08-28
18212,2015-08-27
19068,2015-08-26
19924,2015-08-25
20780,2015-08-24
21636,2015-08-23
22492,2015-08-22
23348,2015-08-21
24204,2015-08-20
25060,2015-08-19
25916,2015-08-18
26772,2015-08-17
27628,2015-08-16
28484,2015-08-15
29340,2015-08-14
30196,2015-08-13
31052,2015-08-12
31908,2015-08-11
32764,2015-08-10
33620,2015-08-09
34476,2015-08-08
35332,2015-08-07
36188,2015-08-06
37044,2015-08-05
37900,2015-08-04
38756,2015-08-03
39612,2015-08-02
40468,2015-08-01
237,2015-09-17
1093,2015-09-16
1949,2015-09-15
2805,2015-09-14
3661,2015-09-13
4517,2015-09-12
5373,2015-09-11
6229,2015-09-10
7085,2015-09-09
7941,2015-09-08
8797,2015-09-07
9653,2015-09-06
10509,2015-09-05
11365,2015-09-04
12221,2015-09-03
13077,2015-09-02
13933,2015-09-01
14789,2015-08-31
15645,2015-08-30
16501,2015-08-29
17357,2015-08-28
18213,2015-08-27
19069,2015-08-26
19925,2015-08-25
20781,2015-08-24
21637,2015-08-23
22493,2015-08-22
23349,2015-08-21
24205,2015-08-20
25061,2015-08-19
25917,2015-08-18
26773,2015-08-17
27629,2015-08-16
28485,2015-08-15
29341,2015-08-14
30197,2015-08-13
31053,2015-08-12
31909,2015-08-11
32765,2015-08-10
33621,2015-08-09
34477,2015-08-08
35333,2015-08-07
36189,2015-08-06
37045,2015-08-05
37901,2015-08-04
38757,2015-08-03
39613,2015-08-02
40469,2015-08-01
238,2015-09-17
1094,2015-09-16
1950,2015-09-15
2806,2015-09-14
3662,2015-09-13
4518,2015-09-12
5374,2015-09-11
6230,2015-09-10
7086,2015-09-09
7942,2015-09-08
8798,2015-09-07
9654,2015-09-06
10510,2015-09-05
11366,2015-09-04
12222,2015-09-03
13078,2015-09-02
13934,2015-09-01
14790,2015-08-31
15646,2015-08-30
16502,2015-08-29
17358,2015-08-28
18214,2015-08-27
19070,2015-08-26
19926,2015-08-25
20782,2015-08-24
21638,2015-08-23
22494,2015-08-22
23350,2015-08-21
24206,2015-08-20
25062,2015-08-19
25918,2015-08-18
26774,2015-08-17
27630,2015-08-16
28486,2015-08-15
29342,2015-08-14
30198,2015-08-13
31054,2015-08-12
31910,2015-08-11
32766,2015-08-10
33622,2015-08-09
34478,2015-08-08
35334,2015-08-07
36190,2015-08-06
37046,2015-08-05
37902,2015-08-04
38758,2015-08-03
39614,2015-08-02
40470,2015-08-01
239,2015-09-17
1095,2015-09-16
1951,2015-09-15
2807,2015-09-14
3663,2015-09-13
4519,2015-09-12
5375,2015-09-11
6231,2015-09-10
7087,2015-09-09
7943,2015-09-08
8799,2015-09-07
9655,2015-09-06
10511,2015-09-05
11367,2015-09-04
12223,2015-09-03
13079,2015-09-02
13935,2015-09-01
14791,2015-08-31
15647,2015-08-30
16503,2015-08-29
17359,2015-08-28
18215,2015-08-27
19071,2015-08-26
19927,2015-08-25
20783,2015-08-24
21639,2015-08-23
22495,2015-08-22
23351,2015-08-21
24207,2015-08-20
25063,2015-08-19
25919,2015-08-18
26775,2015-08-17
27631,2015-08-16
28487,2015-08-15
29343,2015-08-14
30199,2015-08-13
31055,2015-08-12
31911,2015-08-11
32767,2015-08-10
33623,2015-08-09
34479,2015-08-08
35335,2015-08-07
36191,2015-08-06
37047,2015-08-05
37903,2015-08-04
38759,2015-08-03
39615,2015-08-02
40471,2015-08-01
240,2015-09-17
1096,2015-09-16
1952,2015-09-15
2808,2015-09-14
3664,2015-09-13
4520,2015-09-12
5376,2015-09-11
6232,2015-09-10
7088,2015-09-09
7944,2015-09-08
8800,2015-09-07
9656,2015-09-06
10512,2015-09-05
11368,2015-09-04
12224,2015-09-03
13080,2015-09-02
13936,2015-09-01
14792,2015-08-31
15648,2015-08-30
16504,2015-08-29
17360,2015-08-28
18216,2015-08-27
19072,2015-08-26
19928,2015-08-25
20784,2015-08-24
21640,2015-08-23
22496,2015-08-22
23352,2015-08-21
24208,2015-08-20
25064,2015-08-19
25920,2015-08-18
26776,2015-08-17
27632,2015-08-16
28488,2015-08-15
29344,2015-08-14
30200,2015-08-13
31056,2015-08-12
31912,2015-08-11
32768,2015-08-10
33624,2015-08-09
34480,2015-08-08
35336,2015-08-07
36192,2015-08-06
37048,2015-08-05
37904,2015-08-04
38760,2015-08-03
39616,2015-08-02
40472,2015-08-01
241,2015-09-17
1097,2015-09-16
1953,2015-09-15
2809,2015-09-14
3665,2015-09-13
4521,2015-09-12
5377,2015-09-11
6233,2015-09-10
7089,2015-09-09
7945,2015-09-08
8801,2015-09-07
9657,2015-09-06
10513,2015-09-05
11369,2015-09-04
12225,2015-09-03
13081,2015-09-02
13937,2015-09-01
14793,2015-08-31
15649,2015-08-30
16505,2015-08-29
17361,2015-08-28
18217,2015-08-27
19073,2015-08-26
19929,2015-08-25
20785,2015-08-24
21641,2015-08-23
22497,2015-08-22
23353,2015-08-21
24209,2015-08-20
25065,2015-08-19
25921,2015-08-18
26777,2015-08-17
27633,2015-08-16
28489,2015-08-15
29345,2015-08-14
30201,2015-08-13
31057,2015-08-12
31913,2015-08-11
32769,2015-08-10
33625,2015-08-09
34481,2015-08-08
35337,2015-08-07
36193,2015-08-06
37049,2015-08-05
37905,2015-08-04
38761,2015-08-03
39617,2015-08-02
40473,2015-08-01
242,2015-09-17
1098,2015-09-16
1954,2015-09-15
2810,2015-09-14
3666,2015-09-13
4522,2015-09-12
5378,2015-09-11
6234,2015-09-10
7090,2015-09-09
7946,2015-09-08
8802,2015-09-07
9658,2015-09-06
10514,2015-09-05
11370,2015-09-04
12226,2015-09-03
13082,2015-09-02
13938,2015-09-01
14794,2015-08-31
15650,2015-08-30
16506,2015-08-29
17362,2015-08-28
18218,2015-08-27
19074,2015-08-26
19930,2015-08-25
20786,2015-08-24
21642,2015-08-23
22498,2015-08-22
23354,2015-08-21
24210,2015-08-20
25066,2015-08-19
25922,2015-08-18
26778,2015-08-17
27634,2015-08-16
28490,2015-08-15
29346,2015-08-14
30202,2015-08-13
31058,2015-08-12
31914,2015-08-11
32770,2015-08-10
33626,2015-08-09
34482,2015-08-08
35338,2015-08-07
36194,2015-08-06
37050,2015-08-05
37906,2015-08-04
38762,2015-08-03
39618,2015-08-02
40474,2015-08-01
243,2015-09-17
1099,2015-09-16
1955,2015-09-15
2811,2015-09-14
3667,2015-09-13
4523,2015-09-12
5379,2015-09-11
6235,2015-09-10
7091,2015-09-09
7947,2015-09-08
8803,2015-09-07
9659,2015-09-06
10515,2015-09-05
11371,2015-09-04
12227,2015-09-03
13083,2015-09-02
13939,2015-09-01
14795,2015-08-31
15651,2015-08-30
16507,2015-08-29
17363,2015-08-28
18219,2015-08-27
19075,2015-08-26
19931,2015-08-25
20787,2015-08-24
21643,2015-08-23
22499,2015-08-22
23355,2015-08-21
24211,2015-08-20
25067,2015-08-19
25923,2015-08-18
26779,2015-08-17
27635,2015-08-16
28491,2015-08-15
29347,2015-08-14
30203,2015-08-13
31059,2015-08-12
31915,2015-08-11
32771,2015-08-10
33627,2015-08-09
34483,2015-08-08
35339,2015-08-07
36195,2015-08-06
37051,2015-08-05
37907,2015-08-04
38763,2015-08-03
39619,2015-08-02
40475,2015-08-01
244,2015-09-17
1100,2015-09-16
1956,2015-09-15
2812,2015-09-14
3668,2015-09-13
4524,2015-09-12
5380,2015-09-11
6236,2015-09-10
7092,2015-09-09
7948,2015-09-08
8804,2015-09-07
9660,2015-09-06
10516,2015-09-05
11372,2015-09-04
12228,2015-09-03
13084,2015-09-02
13940,2015-09-01
14796,2015-08-31
15652,2015-08-30
16508,2015-08-29
17364,2015-08-28
18220,2015-08-27
19076,2015-08-26
19932,2015-08-25
20788,2015-08-24
21644,2015-08-23
22500,2015-08-22
23356,2015-08-21
24212,2015-08-20
25068,2015-08-19
25924,2015-08-18
26780,2015-08-17
27636,2015-08-16
28492,2015-08-15
29348,2015-08-14
30204,2015-08-13
31060,2015-08-12
31916,2015-08-11
32772,2015-08-10
33628,2015-08-09
34484,2015-08-08
35340,2015-08-07
36196,2015-08-06
37052,2015-08-05
37908,2015-08-04
38764,2015-08-03
39620,2015-08-02
40476,2015-08-01
245,2015-09-17
1101,2015-09-16
1957,2015-09-15
2813,2015-09-14
3669,2015-09-13
4525,2015-09-12
5381,2015-09-11
6237,2015-09-10
7093,2015-09-09
7949,2015-09-08
8805,2015-09-07
9661,2015-09-06
10517,2015-09-05
11373,2015-09-04
12229,2015-09-03
13085,2015-09-02
13941,2015-09-01
14797,2015-08-31
15653,2015-08-30
16509,2015-08-29
17365,2015-08-28
18221,2015-08-27
19077,2015-08-26
19933,2015-08-25
20789,2015-08-24
21645,2015-08-23
22501,2015-08-22
23357,2015-08-21
24213,2015-08-20
25069,2015-08-19
25925,2015-08-18
26781,2015-08-17
27637,2015-08-16
28493,2015-08-15
29349,2015-08-14
30205,2015-08-13
31061,2015-08-12
31917,2015-08-11
32773,2015-08-10
33629,2015-08-09
34485,2015-08-08
35341,2015-08-07
36197,2015-08-06
37053,2015-08-05
37909,2015-08-04
38765,2015-08-03
39621,2015-08-02
40477,2015-08-01
246,2015-09-17
1102,2015-09-16
1958,2015-09-15
2814,2015-09-14
3670,2015-09-13
4526,2015-09-12
5382,2015-09-11
6238,2015-09-10
7094,2015-09-09
7950,2015-09-08
8806,2015-09-07
9662,2015-09-06
10518,2015-09-05
11374,2015-09-04
12230,2015-09-03
13086,2015-09-02
13942,2015-09-01
14798,2015-08-31
15654,2015-08-30
16510,2015-08-29
17366,2015-08-28
18222,2015-08-27
19078,2015-08-26
19934,2015-08-25
20790,2015-08-24
21646,2015-08-23
22502,2015-08-22
23358,2015-08-21
24214,2015-08-20
25070,2015-08-19
25926,2015-08-18
26782,2015-08-17
27638,2015-08-16
28494,2015-08-15
29350,2015-08-14
30206,2015-08-13
31062,2015-08-12
31918,2015-08-11
32774,2015-08-10
33630,2015-08-09
34486,2015-08-08
35342,2015-08-07
36198,2015-08-06
37054,2015-08-05
37910,2015-08-04
38766,2015-08-03
39622,2015-08-02
40478,2015-08-01
247,2015-09-17
1103,2015-09-16
1959,2015-09-15
2815,2015-09-14
3671,2015-09-13
4527,2015-09-12
5383,2015-09-11
6239,2015-09-10
7095,2015-09-09
7951,2015-09-08
8807,2015-09-07
9663,2015-09-06
10519,2015-09-05
11375,2015-09-04
12231,2015-09-03
13087,2015-09-02
13943,2015-09-01
14799,2015-08-31
15655,2015-08-30
16511,2015-08-29
17367,2015-08-28
18223,2015-08-27
19079,2015-08-26
19935,2015-08-25
20791,2015-08-24
21647,2015-08-23
22503,2015-08-22
23359,2015-08-21
24215,2015-08-20
25071,2015-08-19
25927,2015-08-18
26783,2015-08-17
27639,2015-08-16
28495,2015-08-15
29351,2015-08-14
30207,2015-08-13
31063,2015-08-12
31919,2015-08-11
32775,2015-08-10
33631,2015-08-09
34487,2015-08-08
35343,2015-08-07
36199,2015-08-06
37055,2015-08-05
37911,2015-08-04
38767,2015-08-03
39623,2015-08-02
40479,2015-08-01
248,2015-09-17
1104,2015-09-16
1960,2015-09-15
2816,2015-09-14
3672,2015-09-13
4528,2015-09-12
5384,2015-09-11
6240,2015-09-10
7096,2015-09-09
7952,2015-09-08
8808,2015-09-07
9664,2015-09-06
10520,2015-09-05
11376,2015-09-04
12232,2015-09-03
13088,2015-09-02
13944,2015-09-01
14800,2015-08-31
15656,2015-08-30
16512,2015-08-29
17368,2015-08-28
18224,2015-08-27
19080,2015-08-26
19936,2015-08-25
20792,2015-08-24
21648,2015-08-23
22504,2015-08-22
23360,2015-08-21
24216,2015-08-20
25072,2015-08-19
25928,2015-08-18
26784,2015-08-17
27640,2015-08-16
28496,2015-08-15
29352,2015-08-14
30208,2015-08-13
31064,2015-08-12
31920,2015-08-11
32776,2015-08-10
33632,2015-08-09
34488,2015-08-08
35344,2015-08-07
36200,2015-08-06
37056,2015-08-05
37912,2015-08-04
38768,2015-08-03
39624,2015-08-02
40480,2015-08-01
249,2015-09-17
1105,2015-09-16
1961,2015-09-15
2817,2015-09-14
3673,2015-09-13
4529,2015-09-12
5385,2015-09-11
6241,2015-09-10
7097,2015-09-09
7953,2015-09-08
8809,2015-09-07
9665,2015-09-06
10521,2015-09-05
11377,2015-09-04
12233,2015-09-03
13089,2015-09-02
13945,2015-09-01
14801,2015-08-31
15657,2015-08-30
16513,2015-08-29
17369,2015-08-28
18225,2015-08-27
19081,2015-08-26
19937,2015-08-25
20793,2015-08-24
21649,2015-08-23
22505,2015-08-22
23361,2015-08-21
24217,2015-08-20
25073,2015-08-19
25929,2015-08-18
26785,2015-08-17
27641,2015-08-16
28497,2015-08-15
29353,2015-08-14
30209,2015-08-13
31065,2015-08-12
31921,2015-08-11
32777,2015-08-10
33633,2015-08-09
34489,2015-08-08
35345,2015-08-07
36201,2015-08-06
37057,2015-08-05
37913,2015-08-04
38769,2015-08-03
39625,2015-08-02
40481,2015-08-01
250,2015-09-17
1106,2015-09-16
1962,2015-09-15
2818,2015-09-14
3674,2015-09-13
4530,2015-09-12
5386,2015-09-11
6242,2015-09-10
7098,2015-09-09
7954,2015-09-08
8810,2015-09-07
9666,2015-09-06
10522,2015-09-05
11378,2015-09-04
12234,2015-09-03
13090,2015-09-02
13946,2015-09-01
14802,2015-08-31
15658,2015-08-30
16514,2015-08-29
17370,2015-08-28
18226,2015-08-27
19082,2015-08-26
19938,2015-08-25
20794,2015-08-24
21650,2015-08-23
22506,2015-08-22
23362,2015-08-21
24218,2015-08-20
25074,2015-08-19
25930,2015-08-18
26786,2015-08-17
27642,2015-08-16
28498,2015-08-15
29354,2015-08-14
30210,2015-08-13
31066,2015-08-12
31922,2015-08-11
32778,2015-08-10
33634,2015-08-09
34490,2015-08-08
35346,2015-08-07
36202,2015-08-06
37058,2015-08-05
37914,2015-08-04
38770,2015-08-03
39626,2015-08-02
40482,2015-08-01
251,2015-09-17
1107,2015-09-16
1963,2015-09-15
2819,2015-09-14
3675,2015-09-13
4531,2015-09-12
5387,2015-09-11
6243,2015-09-10
7099,2015-09-09
7955,2015-09-08
8811,2015-09-07
9667,2015-09-06
10523,2015-09-05
11379,2015-09-04
12235,2015-09-03
13091,2015-09-02
13947,2015-09-01
14803,2015-08-31
15659,2015-08-30
16515,2015-08-29
17371,2015-08-28
18227,2015-08-27
19083,2015-08-26
19939,2015-08-25
20795,2015-08-24
21651,2015-08-23
22507,2015-08-22
23363,2015-08-21
24219,2015-08-20
25075,2015-08-19
25931,2015-08-18
26787,2015-08-17
27643,2015-08-16
28499,2015-08-15
29355,2015-08-14
30211,2015-08-13
31067,2015-08-12
31923,2015-08-11
32779,2015-08-10
33635,2015-08-09
34491,2015-08-08
35347,2015-08-07
36203,2015-08-06
37059,2015-08-05
37915,2015-08-04
38771,2015-08-03
39627,2015-08-02
40483,2015-08-01
252,2015-09-17
1108,2015-09-16
1964,2015-09-15
2820,2015-09-14
3676,2015-09-13
4532,2015-09-12
5388,2015-09-11
6244,2015-09-10
7100,2015-09-09
7956,2015-09-08
8812,2015-09-07
9668,2015-09-06
10524,2015-09-05
11380,2015-09-04
12236,2015-09-03
13092,2015-09-02
13948,2015-09-01
14804,2015-08-31
15660,2015-08-30
16516,2015-08-29
17372,2015-08-28
18228,2015-08-27
19084,2015-08-26
19940,2015-08-25
20796,2015-08-24
21652,2015-08-23
22508,2015-08-22
23364,2015-08-21
24220,2015-08-20
25076,2015-08-19
25932,2015-08-18
26788,2015-08-17
27644,2015-08-16
28500,2015-08-15
29356,2015-08-14
30212,2015-08-13
31068,2015-08-12
31924,2015-08-11
32780,2015-08-10
33636,2015-08-09
34492,2015-08-08
35348,2015-08-07
36204,2015-08-06
37060,2015-08-05
37916,2015-08-04
38772,2015-08-03
39628,2015-08-02
40484,2015-08-01
253,2015-09-17
1109,2015-09-16
1965,2015-09-15
2821,2015-09-14
3677,2015-09-13
4533,2015-09-12
5389,2015-09-11
6245,2015-09-10
7101,2015-09-09
7957,2015-09-08
8813,2015-09-07
9669,2015-09-06
10525,2015-09-05
11381,2015-09-04
12237,2015-09-03
13093,2015-09-02
13949,2015-09-01
14805,2015-08-31
15661,2015-08-30
16517,2015-08-29
17373,2015-08-28
18229,2015-08-27
19085,2015-08-26
19941,2015-08-25
20797,2015-08-24
21653,2015-08-23
22509,2015-08-22
23365,2015-08-21
24221,2015-08-20
25077,2015-08-19
25933,2015-08-18
26789,2015-08-17
27645,2015-08-16
28501,2015-08-15
29357,2015-08-14
30213,2015-08-13
31069,2015-08-12
31925,2015-08-11
32781,2015-08-10
33637,2015-08-09
34493,2015-08-08
35349,2015-08-07
36205,2015-08-06
37061,2015-08-05
37917,2015-08-04
38773,2015-08-03
39629,2015-08-02
40485,2015-08-01
254,2015-09-17
1110,2015-09-16
1966,2015-09-15
2822,2015-09-14
3678,2015-09-13
4534,2015-09-12
5390,2015-09-11
6246,2015-09-10
7102,2015-09-09
7958,2015-09-08
8814,2015-09-07
9670,2015-09-06
10526,2015-09-05
11382,2015-09-04
12238,2015-09-03
13094,2015-09-02
13950,2015-09-01
14806,2015-08-31
15662,2015-08-30
16518,2015-08-29
17374,2015-08-28
18230,2015-08-27
19086,2015-08-26
19942,2015-08-25
20798,2015-08-24
21654,2015-08-23
22510,2015-08-22
23366,2015-08-21
24222,2015-08-20
25078,2015-08-19
25934,2015-08-18
26790,2015-08-17
27646,2015-08-16
28502,2015-08-15
29358,2015-08-14
30214,2015-08-13
31070,2015-08-12
31926,2015-08-11
32782,2015-08-10
33638,2015-08-09
34494,2015-08-08
35350,2015-08-07
36206,2015-08-06
37062,2015-08-05
37918,2015-08-04
38774,2015-08-03
39630,2015-08-02
